100;100;50;20;40;70;20;50;50
20;50;100;50;30;80;20;30;20
0;0;20;100;50;40;20;0;0
0;0;20;60;100;50;20;30;0
0;0;50;40;20;100;20;0;0
0;20;70;40;20;20;100;0;40
40;50;30;40;60;0;20;100;60
80;50;20;20;0;0;20;30;100
2;6;12;6;4;3;12;6;4
HOUS;HOUS;WORK;SOCI;SPOR;SHOP;CIVI;EDUC;RELI
