"CIVIC";1;3;3;2;2;3;1;1;0;2;0;1;1;5;0;4;0;1;2;5;2;4;2;6;2;5;3;5;3;5;5;6;4;6;6;7;5;6;7;7;7;7;7;9;7;8;7.0;7.0;5.0;7.0;6.0;7.0;7.0;7.0;7.0;7.0;7.0;9.0;8.0;9.0;8.0;8.0;7.0;8.0;7.0;7.0;6.0;6.0;4.0;6.0;3.0;4.0;3.0;4.0;4.0;5.0;4.0;4.0;5.0;5.0;4.0;5.0;3.0;5.0;2.0;4.0;3.0;4.0;2.0;4.0;2.0;4.0;2.0;4.0;2.0;4.0
"EATING_DRINKING";1;1;2;4;3;4;3;5;6;4;10;4;7;3;6;11;1;13;17;17;26;20;28;24;33;26;30;21;31;20;28;20;30;17;21;14;20;11;12;8;13;10;10;9;15;16;20.0;21.0;29.0;21.0;19.0;16.0;15.0;13.0;12.0;10.0;12.0;9.0;8.0;9.0;13.0;10.0;12.0;12.0;17.0;15.0;23.0;23.0;31.0;26.0;32.0;25.0;33.0;23.0;25.0;18.0;19.0;17.0;15.0;12.0;11.0;8.0;9.0;7.0;6.0;5.0;5.0;5.0;3.0;2.0;2.0;3.0;2.0;4.0;2.0;4.0
"EDUCATION";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"HOME JOB ACTIVITY";0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"HOME LEISURE";13;18;12;15;12;16;13;10;12;15;10;18;16;9;15;7;2;15;23;21;19;20;20;22;17;21;18;21;16;20;17;16;16;19;17;18;16;18;17;17;17;15;17;15;14;14;14.0;14.0;14.0;16.0;18.0;18.0;20.0;20.0;21.0;21.0;23.0;23.0;23.0;22.0;21.0;23.0;24.0;22.0;22.0;23.0;20.0;22.0;20.0;22.0;22.0;24.0;24.0;28.0;29.0;31.0;34.0;33.0;34.0;38.0;38.0;39.0;36.0;38.0;34.0;39.0;28.0;33.0;22.0;26.0;18.0;25.0;15.0;19.0;14.0;18.0
"HOUSE ACTIVITY";11;7;12;12;11;7;11;9;17;10;19;7;18;7;21;20;1;11;13;16;19;17;20;18;22;17;21;15;22;17;19;13;19;12;17;11;16;11;12;10;13;10;11;8;10;8;9.0;8.0;7.0;7.0;8.0;8.0;7.0;7.0;8.0;8.0;8.0;7.0;8.0;8.0;8.0;8.0;10.0;8.0;8.0;8.0;8.0;7.0;7.0;6.0;6.0;6.0;5.0;7.0;7.0;6.0;7.0;6.0;7.0;7.0;10.0;11.0;11.0;10.0;14.0;11.0;14.0;13.0;14.0;13.0;15.0;14.0;11.0;10.0;11.0;10.0
"HOUSEHOLD MEMBER CARING";1;3;2;2;3;2;8;0;6;2;7;1;7;4;7;4;0;1;6;4;7;7;7;7;8;7;8;7;7;6;6;5;4;4;4;3;4;3;3;2;3;2;3;2;2;2;2.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;4.0;3.0;4.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;4.0;5.0;6.0;5.0;6.0;8.0;9.0;7.0;6.0;5.0;5.0;5.0;4.0;4.0;3.0;3.0;2.0;3.0;3.0;2.0
"RELIGION";0;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;1;2;2;1;2;2;2;2;4;3;4;3;4;4;7;5;7;6;8;6;5;7;7;5;3;2.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0
"SHOPPING";1;1;0;1;0;1;1;2;0;1;1;4;0;0;1;2;0;3;0;0;1;1;0;2;1;3;2;4;2;4;3;5;4;9;7;10;8;14;11;16;12;19;15;20;17;19;17.0;19.0;14.0;17.0;16.0;18.0;17.0;21.0;18.0;20.0;17.0;19.0;17.0;19.0;15.0;17.0;14.0;18.0;13.0;17.0;12.0;13.0;9.0;12.0;7.0;10.0;6.0;8.0;6.0;8.0;6.0;8.0;7.0;7.0;5.0;7.0;5.0;6.0;3.0;5.0;2.0;4.0;1.0;3.0;1.0;2.0;1.0;2.0;1.0;0.0
"SLEEP";64;58;59;51;60;56;55;62;49;55;43;57;41;60;42;40;95;35;23;17;14;7;5;3;3;2;2;2;1;1;1;1;1;1;0;0;1;1;0;0;1;1;1;1;1;1;1.0;1.0;1.0;2.0;2.0;3.0;2.0;3.0;3.0;2.0;3.0;2.0;3.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;3.0;7.0;6.0;19.0;13.0;29.0;22.0;45.0;34.0;50.0;38.0;59.0;48.0;60.0;50.0
